pid,pfr_id,season,week,pos,team,opp,ppr
P0453,McGaWi00,2006,5,RB,BUF,CHI,10.5
P0453,McGaWi00,2006,6,RB,BUF,DET,10.0
P0453,McGaWi00,2006,7,RB,BUF,NE,14.0
P0453,McGaWi00,2006,9,RB,BUF,GB,1.5
P0453,McGaWi00,2006,12,RB,BUF,JAX,20.1
P0453,McGaWi00,2006,13,RB,BUF,LAC,9.7
P0453,McGaWi00,2006,14,RB,BUF,NYJ,18.5
P0453,McGaWi00,2006,15,RB,BUF,MIA,5.9
P0453,McGaWi00,2006,16,RB,BUF,TEN,19.5
P0453,McGaWi00,2006,17,RB,BUF,BAL,0.3
P0453,McGaWi00,2007,1,RB,BAL,CIN,14.1
P0453,McGaWi00,2007,2,RB,BAL,NYJ,18.3
P0453,McGaWi00,2007,3,RB,BAL,ARI,16.1
P0453,McGaWi00,2007,4,RB,BAL,CLE,15.6
P0453,McGaWi00,2007,5,RB,BAL,SF,20.6
P0453,McGaWi00,2007,6,RB,BAL,LA,17.0
P0453,McGaWi00,2007,7,RB,BAL,BUF,19.5
P0453,McGaWi00,2007,9,RB,BAL,PIT,13.2
P0453,McGaWi00,2007,10,RB,BAL,CIN,13.0
P0453,McGaWi00,2007,11,RB,BAL,CLE,20.6
P0453,McGaWi00,2007,12,RB,BAL,LAC,14.1
P0453,McGaWi00,2007,13,RB,BAL,NE,25.9
P0453,McGaWi00,2007,14,RB,BAL,IND,8.2
P0453,McGaWi00,2007,15,RB,BAL,MIA,11.6
P0453,McGaWi00,2007,16,RB,BAL,SEA,1.0
P0453,McGaWi00,2008,3,RB,BAL,CLE,14.5
P0453,McGaWi00,2008,4,RB,BAL,PIT,9.1
P0453,McGaWi00,2008,5,RB,BAL,TEN,7.6
P0453,McGaWi00,2008,6,RB,BAL,IND,8.4
P0453,McGaWi00,2008,7,RB,BAL,MIA,21.2
P0453,McGaWi00,2008,8,RB,BAL,LV,11.7
P0453,McGaWi00,2008,10,RB,BAL,HOU,25.1
P0453,McGaWi00,2008,11,RB,BAL,NYG,4.5
P0453,McGaWi00,2008,12,RB,BAL,PHI,0.8
P0453,McGaWi00,2008,14,RB,BAL,WAS,1.4
P0453,McGaWi00,2008,15,RB,BAL,PIT,5.3
P0453,McGaWi00,2008,16,RB,BAL,DAL,21.9
P0453,McGaWi00,2008,17,RB,BAL,JAX,12.9
P0453,McGaWi00,2009,1,RB,BAL,KC,23.5
P0453,McGaWi00,2009,2,RB,BAL,LAC,22.9
P0453,McGaWi00,2009,3,RB,BAL,CLE,16.7
P0453,McGaWi00,2009,4,RB,BAL,NE,9.4
P0453,McGaWi00,2009,5,RB,BAL,CIN,1.2
P0453,McGaWi00,2009,6,RB,BAL,MIN,0.3
P0453,McGaWi00,2009,8,RB,BAL,DEN,1.3
P0453,McGaWi00,2009,10,RB,BAL,CLE,3.5
P0453,McGaWi00,2009,11,RB,BAL,IND,4.2
P0453,McGaWi00,2009,12,RB,BAL,PIT,8.9
P0453,McGaWi00,2009,13,RB,BAL,GB,5.6
P0453,McGaWi00,2009,14,RB,BAL,DET,20.8
P0453,McGaWi00,2009,15,RB,BAL,CHI,5.2
P0453,McGaWi00,2009,16,RB,BAL,PIT,1.7
P0453,McGaWi00,2009,17,RB,BAL,LV,34.7
P0453,McGaWi00,2010,1,RB,BAL,NYJ,4.2
P0453,McGaWi00,2010,2,RB,BAL,CIN,1.0
P0453,McGaWi00,2010,3,RB,BAL,CLE,2.9
P0453,McGaWi00,2010,4,RB,BAL,PIT,10.1
P0453,McGaWi00,2010,5,RB,BAL,DEN,12.7
P0453,McGaWi00,2010,7,RB,BAL,BUF,14.4
P0453,McGaWi00,2010,9,RB,BAL,MIA,15.6
P0453,McGaWi00,2010,10,RB,BAL,ATL,1.4
P0453,McGaWi00,2010,11,RB,BAL,CAR,3.3
P0453,McGaWi00,2010,12,RB,BAL,TB,5.5
P0453,McGaWi00,2010,13,RB,BAL,PIT,0.7
P0453,McGaWi00,2010,14,RB,BAL,HOU,6.7
P0453,McGaWi00,2010,15,RB,BAL,NO,5.3
P0453,McGaWi00,2010,16,RB,BAL,CLE,3.4
P0453,McGaWi00,2010,17,RB,BAL,CIN,2.3
P0453,McGaWi00,2011,1,RB,DEN,LV,8.5
P0453,McGaWi00,2011,2,RB,DEN,CIN,17.6
P0453,McGaWi00,2011,3,RB,DEN,TEN,14.4
P0453,McGaWi00,2011,4,RB,DEN,GB,13.3
P0453,McGaWi00,2011,5,RB,DEN,LAC,14.5
P0453,McGaWi00,2011,7,RB,DEN,MIA,5.6
P0453,McGaWi00,2011,9,RB,DEN,LV,28.3
P0453,McGaWi00,2011,10,RB,DEN,KC,1.7
P0453,McGaWi00,2011,11,RB,DEN,NYJ,-0.2
P0453,McGaWi00,2011,12,RB,DEN,LAC,11.7
P0453,McGaWi00,2011,13,RB,DEN,MIN,15.1
P0453,McGaWi00,2011,14,RB,DEN,CHI,4.6
P0453,McGaWi00,2011,15,RB,DEN,NE,7.0
P0453,McGaWi00,2011,16,RB,DEN,BUF,6.4
P0453,McGaWi00,2011,17,RB,DEN,KC,14.5
P0453,McGaWi00,2012,1,RB,DEN,PIT,6.4
P0453,McGaWi00,2012,2,RB,DEN,ATL,26.4
P0453,McGaWi00,2012,3,RB,DEN,HOU,5.2
P0453,McGaWi00,2012,4,RB,DEN,LV,25.5
P0453,McGaWi00,2012,5,RB,DEN,NE,13.2
P0453,McGaWi00,2012,6,RB,DEN,LAC,13.8
P0453,McGaWi00,2012,8,RB,DEN,NO,21.5
P0453,McGaWi00,2012,9,RB,DEN,CIN,8.0
P0453,McGaWi00,2012,10,RB,DEN,CAR,10.9
P0453,McGaWi00,2012,11,RB,DEN,LAC,8.3
P0453,McGaWi00,2013,3,RB,CLE,MIN,0.9
P0453,McGaWi00,2013,4,RB,CLE,CIN,4.6
P0453,McGaWi00,2013,5,RB,CLE,BUF,13.2
P0453,McGaWi00,2013,6,RB,CLE,DET,4.9
P0453,McGaWi00,2013,7,RB,CLE,GB,3.9
P0453,McGaWi00,2013,8,RB,CLE,KC,4.8
P0453,McGaWi00,2013,9,RB,CLE,BAL,1.1
P0453,McGaWi00,2013,11,RB,CLE,CIN,3.7
P0453,McGaWi00,2013,12,RB,CLE,PIT,1.2
P0453,McGaWi00,2013,13,RB,CLE,JAX,15.1
P0453,McGaWi00,2013,14,RB,CLE,NE,4.3
P0457,EvanLe00,2004,1,WR,BUF,JAX,3.2
P0457,EvanLe00,2004,2,WR,BUF,LV,7.5
P0457,EvanLe00,2004,4,WR,BUF,NE,13.3
P0457,EvanLe00,2004,5,WR,BUF,NYJ,11.6
P0457,EvanLe00,2004,6,WR,BUF,MIA,5.2
P0457,EvanLe00,2004,8,WR,BUF,ARI,1.9
P0457,EvanLe00,2004,9,WR,BUF,NYJ,17.4
P0457,EvanLe00,2004,10,WR,BUF,NE,2.5
P0457,EvanLe00,2004,11,WR,BUF,LA,5.8
P0457,EvanLe00,2004,12,WR,BUF,SEA,20.5
P0457,EvanLe00,2004,13,WR,BUF,MIA,27.0
P0457,EvanLe00,2004,14,WR,BUF,CLE,18.1
P0457,EvanLe00,2004,15,WR,BUF,CIN,17.7
P0457,EvanLe00,2004,16,WR,BUF,SF,31.3
P0457,EvanLe00,2004,17,WR,BUF,PIT,9.8
P0457,EvanLe00,2005,1,WR,BUF,HOU,8.8
P0457,EvanLe00,2005,2,WR,BUF,TB,3.2
P0457,EvanLe00,2005,3,WR,BUF,ATL,2.7
P0457,EvanLe00,2005,4,WR,BUF,NO,4.7
P0457,EvanLe00,2005,5,WR,BUF,MIA,9.5
P0457,EvanLe00,2005,6,WR,BUF,NYJ,5.4
P0457,EvanLe00,2005,7,WR,BUF,LV,11.6
P0457,EvanLe00,2005,8,WR,BUF,NE,2.4
P0457,EvanLe00,2005,10,WR,BUF,KC,21.6
P0457,EvanLe00,2005,11,WR,BUF,LAC,10.9
P0457,EvanLe00,2005,12,WR,BUF,CAR,9.5
P0457,EvanLe00,2005,13,WR,BUF,MIA,34.7
P0457,EvanLe00,2005,14,WR,BUF,NE,12.3
P0457,EvanLe00,2005,15,WR,BUF,DEN,2.5
P0457,EvanLe00,2005,16,WR,BUF,CIN,21.7
P0457,EvanLe00,2005,17,WR,BUF,NYJ,7.6
P0457,EvanLe00,2006,1,WR,BUF,NE,4.5
P0457,EvanLe00,2006,2,WR,BUF,MIA,3.9
P0457,EvanLe00,2006,3,WR,BUF,NYJ,18.7
P0457,EvanLe00,2006,4,WR,BUF,MIN,16.0
P0457,EvanLe00,2006,5,WR,BUF,CHI,24.4
P0457,EvanLe00,2006,6,WR,BUF,DET,16.2
P0457,EvanLe00,2006,7,WR,BUF,NE,2.1
P0457,EvanLe00,2006,9,WR,BUF,GB,13.8
P0457,EvanLe00,2006,10,WR,BUF,IND,12.0
P0457,EvanLe00,2006,11,WR,BUF,HOU,49.5
P0457,EvanLe00,2006,12,WR,BUF,JAX,10.8
P0457,EvanLe00,2006,13,WR,BUF,LAC,9.5
P0457,EvanLe00,2006,14,WR,BUF,NYJ,17.1
P0457,EvanLe00,2006,15,WR,BUF,MIA,15.7
P0457,EvanLe00,2006,16,WR,BUF,TEN,17.4
P0457,EvanLe00,2006,17,WR,BUF,BAL,27.5
P0457,EvanLe00,2007,1,WR,BUF,DEN,2.5
P0457,EvanLe00,2007,2,WR,BUF,PIT,3.7
P0457,EvanLe00,2007,3,WR,BUF,NE,1.7
P0457,EvanLe00,2007,4,WR,BUF,NYJ,13.2
P0457,EvanLe00,2007,5,WR,BUF,DAL,2.2
P0457,EvanLe00,2007,7,WR,BUF,BAL,14.8
P0457,EvanLe00,2007,8,WR,BUF,NYJ,24.8
P0457,EvanLe00,2007,9,WR,BUF,CIN,31.5
P0457,EvanLe00,2007,10,WR,BUF,MIA,10.5
P0457,EvanLe00,2007,11,WR,BUF,NE,8.0
P0457,EvanLe00,2007,12,WR,BUF,JAX,3.9
P0457,EvanLe00,2007,13,WR,BUF,WAS,9.1
P0457,EvanLe00,2007,14,WR,BUF,MIA,21.9
P0457,EvanLe00,2007,15,WR,BUF,CLE,7.6
P0457,EvanLe00,2007,16,WR,BUF,NYG,13.3
P0457,EvanLe00,2007,17,WR,BUF,PHI,1.2
P0457,EvanLe00,2008,1,WR,BUF,SEA,14.2
P0457,EvanLe00,2008,2,WR,BUF,JAX,11.7
P0457,EvanLe00,2008,3,WR,BUF,LV,8.5
P0457,EvanLe00,2008,4,WR,BUF,LA,18.8
P0457,EvanLe00,2008,5,WR,BUF,ARI,20.2
P0457,EvanLe00,2008,7,WR,BUF,LAC,22.9
P0457,EvanLe00,2008,8,WR,BUF,MIA,18.6
P0457,EvanLe00,2008,9,WR,BUF,NYJ,8.1
P0457,EvanLe00,2008,10,WR,BUF,NE,4.2
P0457,EvanLe00,2008,12,WR,BUF,KC,16.0
P0457,EvanLe00,2008,13,WR,BUF,SF,15.0
P0457,EvanLe00,2008,14,WR,BUF,MIA,5.3
P0457,EvanLe00,2008,15,WR,BUF,NYJ,6.2
P0457,EvanLe00,2008,16,WR,BUF,DEN,3.9
P0457,EvanLe00,2008,17,WR,BUF,NE,11.3
P0457,EvanLe00,2009,1,WR,BUF,NE,5.5
P0457,EvanLe00,2009,2,WR,BUF,TB,10.2
P0457,EvanLe00,2009,3,WR,BUF,NO,7.1
P0457,EvanLe00,2009,4,WR,BUF,MIA,8.0
P0457,EvanLe00,2009,5,WR,BUF,CLE,3.1
P0457,EvanLe00,2009,6,WR,BUF,NYJ,16.8
P0457,EvanLe00,2009,7,WR,BUF,CAR,18.5
P0457,EvanLe00,2009,8,WR,BUF,HOU,4.9
P0457,EvanLe00,2009,10,WR,BUF,TEN,21.0
P0457,EvanLe00,2009,11,WR,BUF,JAX,2.5
P0457,EvanLe00,2009,12,WR,BUF,MIA,6.0
P0457,EvanLe00,2009,13,WR,BUF,NYJ,4.8
P0457,EvanLe00,2009,14,WR,BUF,KC,2.1
P0457,EvanLe00,2009,15,WR,BUF,NE,12.5
P0457,EvanLe00,2009,16,WR,BUF,ATL,9.3
P0457,EvanLe00,2009,17,WR,BUF,IND,14.9
P0457,EvanLe00,2010,1,WR,BUF,MIA,7.4
P0457,EvanLe00,2010,3,WR,BUF,NE,10.4
P0457,EvanLe00,2010,4,WR,BUF,NYJ,1.6
P0457,EvanLe00,2010,5,WR,BUF,JAX,19.7
P0457,EvanLe00,2010,7,WR,BUF,BAL,34.5
P0457,EvanLe00,2010,8,WR,BUF,KC,10.6
P0457,EvanLe00,2010,9,WR,BUF,CHI,6.1
P0457,EvanLe00,2010,10,WR,BUF,DET,7.2
P0457,EvanLe00,2010,11,WR,BUF,CIN,9.2
P0457,EvanLe00,2010,12,WR,BUF,PIT,-0.1
P0457,EvanLe00,2010,13,WR,BUF,MIN,10.2
P0457,EvanLe00,2010,14,WR,BUF,CLE,0.0
P0457,EvanLe00,2011,1,WR,BAL,PIT,0.0
P0457,EvanLe00,2011,2,WR,BAL,TEN,6.5
P0457,EvanLe00,2011,11,WR,BAL,CIN,0.0
P0457,EvanLe00,2011,12,WR,BAL,SF,1.8
P0457,EvanLe00,2011,13,WR,BAL,CLE,0.0
P0457,EvanLe00,2011,14,WR,BAL,IND,3.1
P0457,EvanLe00,2011,15,WR,BAL,LAC,0.0
P0457,EvanLe00,2011,16,WR,BAL,CLE,0.0
P0457,EvanLe00,2011,17,WR,BAL,CIN,0.0
P0458,FitzLa00,2004,1,WR,ARI,LA,10.9
P0458,FitzLa00,2004,2,WR,ARI,NE,8.6
P0458,FitzLa00,2004,3,WR,ARI,ATL,8.7
P0458,FitzLa00,2004,4,WR,ARI,NO,9.1
P0458,FitzLa00,2004,5,WR,ARI,SF,20.4
P0458,FitzLa00,2004,7,WR,ARI,SEA,17.3
P0458,FitzLa00,2004,8,WR,ARI,BUF,0.4
P0458,FitzLa00,2004,9,WR,ARI,MIA,20.2
P0458,FitzLa00,2004,10,WR,ARI,NYG,1.2
P0458,FitzLa00,2004,11,WR,ARI,CAR,22.2
P0458,FitzLa00,2004,12,WR,ARI,NYJ,4.1
P0458,FitzLa00,2004,13,WR,ARI,DET,3.2
P0458,FitzLa00,2004,14,WR,ARI,SF,8.7
P0458,FitzLa00,2004,15,WR,ARI,LA,19.7
P0458,FitzLa00,2004,16,WR,ARI,SEA,24.0
P0458,FitzLa00,2004,17,WR,ARI,TB,6.7
P0458,FitzLa00,2005,1,WR,ARI,NYG,34.5
P0458,FitzLa00,2005,2,WR,ARI,LA,13.5
P0458,FitzLa00,2005,3,WR,ARI,SEA,7.0
P0458,FitzLa00,2005,4,WR,ARI,SF,23.2
P0458,FitzLa00,2005,5,WR,ARI,CAR,28.6
P0458,FitzLa00,2005,7,WR,ARI,TEN,17.1
P0458,FitzLa00,2005,8,WR,ARI,DAL,8.1
P0458,FitzLa00,2005,9,WR,ARI,SEA,19.1
P0458,FitzLa00,2005,10,WR,ARI,DET,29.1
P0458,FitzLa00,2005,11,WR,ARI,LA,26.3
P0458,FitzLa00,2005,12,WR,ARI,JAX,13.5
P0458,FitzLa00,2005,13,WR,ARI,SF,20.9
P0458,FitzLa00,2005,14,WR,ARI,WAS,6.3
P0458,FitzLa00,2005,15,WR,ARI,HOU,20.5
P0458,FitzLa00,2005,16,WR,ARI,PHI,20.3
P0458,FitzLa00,2005,17,WR,ARI,IND,20.0
P0458,FitzLa00,2006,1,WR,ARI,SF,22.3
P0458,FitzLa00,2006,2,WR,ARI,SEA,9.2
P0458,FitzLa00,2006,3,WR,ARI,LA,18.5
P0458,FitzLa00,2006,4,WR,ARI,ATL,10.1
P0458,FitzLa00,2006,5,WR,ARI,KC,9.5
P0458,FitzLa00,2006,10,WR,ARI,DAL,14.0
P0458,FitzLa00,2006,11,WR,ARI,DET,5.0
P0458,FitzLa00,2006,12,WR,ARI,MIN,28.2
P0458,FitzLa00,2006,13,WR,ARI,LA,15.6
P0458,FitzLa00,2006,14,WR,ARI,SEA,20.9
P0458,FitzLa00,2006,15,WR,ARI,DEN,12.7
P0458,FitzLa00,2006,16,WR,ARI,SF,19.3
P0458,FitzLa00,2006,17,WR,ARI,LAC,13.3
P0458,FitzLa00,2007,1,WR,ARI,SF,5.0
P0458,FitzLa00,2007,2,WR,ARI,SEA,15.7
P0458,FitzLa00,2007,3,WR,ARI,BAL,11.5
P0458,FitzLa00,2007,4,WR,ARI,PIT,21.3
P0458,FitzLa00,2007,5,WR,ARI,LA,28.6
P0458,FitzLa00,2007,6,WR,ARI,CAR,13.7
P0458,FitzLa00,2007,7,WR,ARI,WAS,15.7
P0458,FitzLa00,2007,9,WR,ARI,TB,13.5
P0458,FitzLa00,2007,10,WR,ARI,DET,27.4
P0458,FitzLa00,2007,11,WR,ARI,CIN,23.3
P0458,FitzLa00,2007,12,WR,ARI,SF,36.6
P0458,FitzLa00,2007,14,WR,ARI,SEA,19.9
P0458,FitzLa00,2007,15,WR,ARI,NO,10.7
P0458,FitzLa00,2007,16,WR,ARI,ATL,13.2
P0458,FitzLa00,2007,17,WR,ARI,LA,40.1
P0458,FitzLa00,2008,1,WR,ARI,SF,12.1
P0458,FitzLa00,2008,2,WR,ARI,MIA,21.3
P0458,FitzLa00,2008,3,WR,ARI,WAS,23.9
P0458,FitzLa00,2008,4,WR,ARI,NYJ,20.2
P0458,FitzLa00,2008,5,WR,ARI,BUF,24.2
P0458,FitzLa00,2008,6,WR,ARI,DAL,18.9
P0458,FitzLa00,2008,8,WR,ARI,CAR,18.5
P0458,FitzLa00,2008,9,WR,ARI,LA,14.1
P0458,FitzLa00,2008,10,WR,ARI,SF,18.9
P0458,FitzLa00,2008,11,WR,ARI,SEA,25.1
P0458,FitzLa00,2008,12,WR,ARI,NYG,12.1
P0458,FitzLa00,2008,13,WR,ARI,PHI,23.5
P0458,FitzLa00,2008,14,WR,ARI,LA,19.3
P0458,FitzLa00,2008,15,WR,ARI,MIN,10.2
P0458,FitzLa00,2008,16,WR,ARI,NE,19.1
P0458,FitzLa00,2008,17,WR,ARI,SEA,30.0
P0458,FitzLa00,2009,1,WR,ARI,SF,19.1
P0458,FitzLa00,2009,2,WR,ARI,JAX,13.4
P0458,FitzLa00,2009,3,WR,ARI,IND,14.6
P0458,FitzLa00,2009,5,WR,ARI,HOU,24.9
P0458,FitzLa00,2009,6,WR,ARI,SEA,29.0
P0458,FitzLa00,2009,7,WR,ARI,NYG,14.3
P0458,FitzLa00,2009,8,WR,ARI,CAR,12.6
P0458,FitzLa00,2009,9,WR,ARI,CHI,33.3
P0458,FitzLa00,2009,10,WR,ARI,SEA,20.3
P0458,FitzLa00,2009,11,WR,ARI,LA,22.7
P0458,FitzLa00,2009,12,WR,ARI,TEN,7.4
P0458,FitzLa00,2009,13,WR,ARI,MIN,28.3
P0458,FitzLa00,2009,14,WR,ARI,SF,4.2
P0458,FitzLa00,2009,15,WR,ARI,DET,13.6
P0458,FitzLa00,2009,16,WR,ARI,LA,15.8
P0458,FitzLa00,2009,17,WR,ARI,GB,10.7
P0458,FitzLa00,2010,1,WR,ARI,LA,13.3
P0458,FitzLa00,2010,2,WR,ARI,ATL,15.3
P0458,FitzLa00,2010,3,WR,ARI,LV,10.6
P0458,FitzLa00,2010,4,WR,ARI,LAC,12.6
P0458,FitzLa00,2010,5,WR,ARI,NO,16.3
P0458,FitzLa00,2010,7,WR,ARI,SEA,6.0
P0458,FitzLa00,2010,8,WR,ARI,TB,25.2
P0458,FitzLa00,2010,9,WR,ARI,MIN,17.7
P0458,FitzLa00,2010,10,WR,ARI,SEA,18.1
P0458,FitzLa00,2010,11,WR,ARI,KC,21.0
P0458,FitzLa00,2010,12,WR,ARI,SF,7.7
P0458,FitzLa00,2010,13,WR,ARI,LA,10.1
P0458,FitzLa00,2010,14,WR,ARI,DEN,13.2
P0458,FitzLa00,2010,15,WR,ARI,CAR,21.5
P0458,FitzLa00,2010,16,WR,ARI,DAL,3.6
P0458,FitzLa00,2010,17,WR,ARI,SF,29.5
P0458,FitzLa00,2011,1,WR,ARI,CAR,9.2
P0458,FitzLa00,2011,2,WR,ARI,WAS,26.3
P0458,FitzLa00,2011,3,WR,ARI,SEA,17.4
P0458,FitzLa00,2011,4,WR,ARI,NYG,18.2
P0458,FitzLa00,2011,5,WR,ARI,MIN,10.6
P0458,FitzLa00,2011,7,WR,ARI,PIT,11.8
P0458,FitzLa00,2011,8,WR,ARI,BAL,12.8
P0458,FitzLa00,2011,9,WR,ARI,LA,14.3
P0458,FitzLa00,2011,10,WR,ARI,PHI,33.6
P0458,FitzLa00,2011,11,WR,ARI,SF,13.1
P0458,FitzLa00,2011,12,WR,ARI,LA,8.5
P0458,FitzLa00,2011,13,WR,ARI,DAL,9.5
P0458,FitzLa00,2011,14,WR,ARI,SF,27.9
P0458,FitzLa00,2011,15,WR,ARI,CLE,9.5
P0458,FitzLa00,2011,16,WR,ARI,CIN,22.5
P0458,FitzLa00,2011,17,WR,ARI,SEA,23.9
P0458,FitzLa00,2012,1,WR,ARI,SEA,10.3
P0458,FitzLa00,2012,2,WR,ARI,NE,1.4
P0458,FitzLa00,2012,3,WR,ARI,PHI,26.4
P0458,FitzLa00,2012,4,WR,ARI,MIA,20.4
P0458,FitzLa00,2012,5,WR,ARI,LA,17.2
P0458,FitzLa00,2012,6,WR,ARI,BUF,21.3
P0458,FitzLa00,2012,7,WR,ARI,MIN,6.9
P0458,FitzLa00,2012,8,WR,ARI,SF,10.2
P0458,FitzLa00,2012,9,WR,ARI,GB,19.4
P0458,FitzLa00,2012,11,WR,ARI,ATL,2.1
P0458,FitzLa00,2012,12,WR,ARI,LA,6.1
P0458,FitzLa00,2012,13,WR,ARI,NYJ,3.3
P0458,FitzLa00,2012,14,WR,ARI,SEA,1.2
P0458,FitzLa00,2012,15,WR,ARI,DET,6.2
P0458,FitzLa00,2012,16,WR,ARI,CHI,19.1
P0458,FitzLa00,2012,17,WR,ARI,SF,3.3
P0458,FitzLa00,2013,1,WR,ARI,LA,28.0
P0458,FitzLa00,2013,2,WR,ARI,DET,5.3
P0458,FitzLa00,2013,3,WR,ARI,NO,11.4
P0458,FitzLa00,2013,4,WR,ARI,TB,18.8
P0458,FitzLa00,2013,5,WR,ARI,CAR,7.3
P0458,FitzLa00,2013,6,WR,ARI,SF,22.1
P0458,FitzLa00,2013,7,WR,ARI,SEA,3.7
P0458,FitzLa00,2013,8,WR,ARI,ATL,14.8
P0458,FitzLa00,2013,10,WR,ARI,HOU,5.3
P0458,FitzLa00,2013,11,WR,ARI,JAX,18.1
P0458,FitzLa00,2013,12,WR,ARI,IND,22.6
P0458,FitzLa00,2013,13,WR,ARI,PHI,18.2
P0458,FitzLa00,2013,14,WR,ARI,LA,27.6
P0458,FitzLa00,2013,15,WR,ARI,TEN,10.9
P0458,FitzLa00,2013,16,WR,ARI,SEA,4.8
P0458,FitzLa00,2013,17,WR,ARI,SF,17.3
P0458,FitzLa00,2014,1,WR,ARI,LAC,3.2
P0458,FitzLa00,2014,2,WR,ARI,NYG,11.1
P0458,FitzLa00,2014,3,WR,ARI,SF,4.4
P0458,FitzLa00,2014,5,WR,ARI,DEN,8.7
P0458,FitzLa00,2014,6,WR,ARI,WAS,21.8
P0458,FitzLa00,2014,7,WR,ARI,LV,6.1
P0458,FitzLa00,2014,8,WR,ARI,PHI,29.0
P0458,FitzLa00,2014,9,WR,ARI,DAL,12.0
P0458,FitzLa00,2014,10,WR,ARI,LA,20.2
P0458,FitzLa00,2014,11,WR,ARI,DET,5.3
P0458,FitzLa00,2014,14,WR,ARI,KC,7.4
P0458,FitzLa00,2014,15,WR,ARI,LA,10.0
P0458,FitzLa00,2014,16,WR,ARI,SEA,7.3
P0458,FitzLa00,2014,17,WR,ARI,SF,4.9
P0458,FitzLa00,2015,1,WR,ARI,NO,14.7
P0458,FitzLa00,2015,2,WR,ARI,CHI,37.2
P0458,FitzLa00,2015,3,WR,ARI,SF,34.4
P0458,FitzLa00,2015,4,WR,ARI,LA,14.9
P0458,FitzLa00,2015,5,WR,ARI,DET,16.8
P0458,FitzLa00,2015,6,WR,ARI,PIT,17.3
P0458,FitzLa00,2015,7,WR,ARI,BAL,6.9
P0458,FitzLa00,2015,8,WR,ARI,CLE,21.4
P0458,FitzLa00,2015,10,WR,ARI,SEA,23.0
P0458,FitzLa00,2015,11,WR,ARI,CIN,17.0
P0458,FitzLa00,2015,12,WR,ARI,SF,16.6
P0458,FitzLa00,2015,13,WR,ARI,LA,13.5
P0458,FitzLa00,2015,14,WR,ARI,MIN,9.1
P0458,FitzLa00,2015,15,WR,ARI,PHI,7.3
P0458,FitzLa00,2015,16,WR,ARI,GB,12.9
P0458,FitzLa00,2015,17,WR,ARI,SEA,17.5
P0458,FitzLa00,2016,1,WR,ARI,NE,28.1
P0458,FitzLa00,2016,2,WR,ARI,TB,19.1
P0458,FitzLa00,2016,3,WR,ARI,BUF,13.0
P0458,FitzLa00,2016,4,WR,ARI,LA,11.3
P0458,FitzLa00,2016,5,WR,ARI,SF,26.1
P0458,FitzLa00,2016,6,WR,ARI,NYJ,10.9
P0458,FitzLa00,2016,7,WR,ARI,SEA,16.0
P0458,FitzLa00,2016,8,WR,ARI,CAR,17.4
P0458,FitzLa00,2016,10,WR,ARI,SF,25.2
P0458,FitzLa00,2016,11,WR,ARI,MIN,12.3
P0458,FitzLa00,2016,12,WR,ARI,ATL,9.3
P0458,FitzLa00,2016,13,WR,ARI,WAS,17.8
P0458,FitzLa00,2016,14,WR,ARI,MIA,4.2
P0458,FitzLa00,2016,15,WR,ARI,NO,10.7
P0458,FitzLa00,2016,16,WR,ARI,SEA,7.1
P0458,FitzLa00,2016,17,WR,ARI,LA,15.3
P0458,FitzLa00,2017,1,WR,ARI,DET,13.4
P0458,FitzLa00,2017,2,WR,ARI,IND,5.1
P0458,FitzLa00,2017,3,WR,ARI,DAL,33.9
P0458,FitzLa00,2017,4,WR,ARI,SF,13.2
P0458,FitzLa00,2017,5,WR,ARI,PHI,11.1
P0458,FitzLa00,2017,6,WR,ARI,TB,27.8
P0458,FitzLa00,2017,7,WR,ARI,LA,5.9
P0458,FitzLa00,2017,9,WR,ARI,SF,12.0
P0458,FitzLa00,2017,10,WR,ARI,SEA,21.3
P0458,FitzLa00,2017,11,WR,ARI,HOU,24.1
P0458,FitzLa00,2017,12,WR,ARI,JAX,6.2
P0458,FitzLa00,2017,13,WR,ARI,LA,25.8
P0458,FitzLa00,2017,14,WR,ARI,TEN,9.4
P0458,FitzLa00,2017,15,WR,ARI,WAS,11.0
P0458,FitzLa00,2017,16,WR,ARI,NYG,27.74
P0458,FitzLa00,2017,17,WR,ARI,SEA,13.5
P0458,FitzLa00,2018,1,WR,ARI,WAS,14.6
P0458,FitzLa00,2018,2,WR,ARI,LA,5.8
P0458,FitzLa00,2018,3,WR,ARI,CHI,2.9
P0458,FitzLa00,2018,4,WR,ARI,SEA,5.8
P0458,FitzLa00,2018,5,WR,ARI,SF,5.5
P0458,FitzLa00,2018,6,WR,ARI,MIN,8.9
P0458,FitzLa00,2018,7,WR,ARI,DEN,14.0
P0458,FitzLa00,2018,8,WR,ARI,SF,26.2
P0458,FitzLa00,2018,10,WR,ARI,KC,11.0
P0458,FitzLa00,2018,11,WR,ARI,LV,16.3
P0458,FitzLa00,2018,12,WR,ARI,LAC,11.0
P0458,FitzLa00,2018,13,WR,ARI,GB,7.8
P0458,FitzLa00,2018,14,WR,ARI,DET,10.5
P0458,FitzLa00,2018,15,WR,ARI,ATL,15.2
P0458,FitzLa00,2018,16,WR,ARI,LA,16.58
P0458,FitzLa00,2018,17,WR,ARI,SEA,13.6
P0458,FitzLa00,2019,1,WR,ARI,DET,25.3
P0458,FitzLa00,2019,2,WR,ARI,BAL,15.4
