method,target,tier,overlap
M2_reg (censored=0),2018,100,58.0
M2_reg (censored=0),2018,150,64.66666666666667
M2_reg (censored=0),2018,200,67.5
M2_reg (censored=0),2018,250,65.2
M2_reg (censored=0),2019,25,36.0
M2_reg (censored=0),2019,50,54.0
M2_reg (censored=0),2019,100,63.0
M2_reg (censored=0),2019,150,66.66666666666667
M2_reg (censored=0),2019,200,68.0
M2_reg (censored=0),2019,250,68.0
M2_reg (censored=0),2020,25,52.0
M2_reg (censored=0),2020,50,56.0
M2_reg (censored=0),2020,100,62.0
M2_reg (censored=0),2020,150,65.33333333333333
M2_reg (censored=0),2020,200,69.0
M2_reg (censored=0),2020,250,70.8
M2_reg (censored=0),2021,25,40.0
M2_reg (censored=0),2021,50,50.0
M2_reg (censored=0),2021,100,62.0
M2_reg (censored=0),2021,150,66.0
M2_reg (censored=0),2021,200,66.5
M2_reg (censored=0),2021,250,68.0
M2_reg (censored=0),2022,25,40.0
M2_reg (censored=0),2022,50,58.0
M2_reg (censored=0),2022,100,67.0
M2_reg (censored=0),2022,150,67.33333333333333
M2_reg (censored=0),2022,200,70.5
M2_reg (censored=0),2022,250,69.2
M2_reg (censored=0),2023,25,36.0
M2_reg (censored=0),2023,50,46.0
M2_reg (censored=0),2023,100,60.0
M2_reg (censored=0),2023,150,69.33333333333333
M2_reg (censored=0),2023,200,68.5
M2_reg (censored=0),2023,250,68.8
M2_reg (censored=0),2024,25,36.0
M2_reg (censored=0),2024,50,46.0
M2_reg (censored=0),2024,100,67.0
M2_reg (censored=0),2024,150,68.0
M2_reg (censored=0),2024,200,71.5
M2_reg (censored=0),2024,250,71.2
M2_reg (censored=0),2025,25,48.0
M2_reg (censored=0),2025,50,48.0
M2_reg (censored=0),2025,100,66.0
M2_reg (censored=0),2025,150,65.33333333333333
M2_reg (censored=0),2025,200,72.5
M2_reg (censored=0),2025,250,71.2
M3_classifier P(top250),2006,25,40.0
M3_classifier P(top250),2006,50,44.0
M3_classifier P(top250),2006,100,57.0
M3_classifier P(top250),2006,150,66.0
M3_classifier P(top250),2006,200,67.0
M3_classifier P(top250),2006,250,68.0
M3_classifier P(top250),2007,25,32.0
M3_classifier P(top250),2007,50,44.0
M3_classifier P(top250),2007,100,55.0
M3_classifier P(top250),2007,150,64.0
M3_classifier P(top250),2007,200,66.0
M3_classifier P(top250),2007,250,68.0
M3_classifier P(top250),2008,25,32.0
M3_classifier P(top250),2008,50,42.0
M3_classifier P(top250),2008,100,62.0
M3_classifier P(top250),2008,150,59.333333333333336
M3_classifier P(top250),2008,200,64.0
M3_classifier P(top250),2008,250,67.6
M3_classifier P(top250),2009,25,28.0
M3_classifier P(top250),2009,50,42.0
M3_classifier P(top250),2009,100,55.0
M3_classifier P(top250),2009,150,65.33333333333333
M3_classifier P(top250),2009,200,68.0
M3_classifier P(top250),2009,250,70.4
M3_classifier P(top250),2010,25,32.0
M3_classifier P(top250),2010,50,46.0
M3_classifier P(top250),2010,100,57.0
M3_classifier P(top250),2010,150,66.66666666666667
M3_classifier P(top250),2010,200,74.0
M3_classifier P(top250),2010,250,73.6
M3_classifier P(top250),2011,25,40.0
M3_classifier P(top250),2011,50,50.0
M3_classifier P(top250),2011,100,57.0
M3_classifier P(top250),2011,150,62.0
M3_classifier P(top250),2011,200,70.0
M3_classifier P(top250),2011,250,72.4
M3_classifier P(top250),2012,25,36.0
M3_classifier P(top250),2012,50,50.0
M3_classifier P(top250),2012,100,60.0
M3_classifier P(top250),2012,150,68.66666666666667
M3_classifier P(top250),2012,200,67.5
M3_classifier P(top250),2012,250,66.4
M3_classifier P(top250),2013,25,24.0
M3_classifier P(top250),2013,50,40.0
M3_classifier P(top250),2013,100,53.0
M3_classifier P(top250),2013,150,60.0
M3_classifier P(top250),2013,200,65.0
M3_classifier P(top250),2013,250,70.4
M3_classifier P(top250),2014,25,28.0
M3_classifier P(top250),2014,50,46.0
M3_classifier P(top250),2014,100,66.0
M3_classifier P(top250),2014,150,63.333333333333336
M3_classifier P(top250),2014,200,63.0
M3_classifier P(top250),2014,250,63.6
M3_classifier P(top250),2015,25,24.0
M3_classifier P(top250),2015,50,46.0
M3_classifier P(top250),2015,100,55.0
M3_classifier P(top250),2015,150,62.0
M3_classifier P(top250),2015,200,64.0
M3_classifier P(top250),2015,250,66.4
M3_classifier P(top250),2016,25,40.0
M3_classifier P(top250),2016,50,52.0
M3_classifier P(top250),2016,100,59.0
M3_classifier P(top250),2016,150,62.0
M3_classifier P(top250),2016,200,62.5
M3_classifier P(top250),2016,250,66.4
M3_classifier P(top250),2017,25,28.0
M3_classifier P(top250),2017,50,52.0
M3_classifier P(top250),2017,100,61.0
M3_classifier P(top250),2017,150,64.66666666666667
M3_classifier P(top250),2017,200,64.0
M3_classifier P(top250),2017,250,66.8
M3_classifier P(top250),2018,25,40.0
M3_classifier P(top250),2018,50,46.0
M3_classifier P(top250),2018,100,57.0
M3_classifier P(top250),2018,150,62.0
M3_classifier P(top250),2018,200,68.0
M3_classifier P(top250),2018,250,65.2
M3_classifier P(top250),2019,25,24.0
M3_classifier P(top250),2019,50,54.0
M3_classifier P(top250),2019,100,58.0
M3_classifier P(top250),2019,150,65.33333333333333
M3_classifier P(top250),2019,200,67.0
M3_classifier P(top250),2019,250,68.0
M3_classifier P(top250),2020,25,32.0
M3_classifier P(top250),2020,50,48.0
M3_classifier P(top250),2020,100,57.0
M3_classifier P(top250),2020,150,67.33333333333333
M3_classifier P(top250),2020,200,68.5
M3_classifier P(top250),2020,250,70.8
M3_classifier P(top250),2021,25,24.0
M3_classifier P(top250),2021,50,46.0
M3_classifier P(top250),2021,100,57.0
M3_classifier P(top250),2021,150,62.666666666666664
M3_classifier P(top250),2021,200,67.0
M3_classifier P(top250),2021,250,68.0
M3_classifier P(top250),2022,25,28.0
M3_classifier P(top250),2022,50,50.0
M3_classifier P(top250),2022,100,64.0
M3_classifier P(top250),2022,150,67.33333333333333
M3_classifier P(top250),2022,200,71.0
M3_classifier P(top250),2022,250,69.2
M3_classifier P(top250),2023,25,32.0
M3_classifier P(top250),2023,50,42.0
M3_classifier P(top250),2023,100,61.0
M3_classifier P(top250),2023,150,67.33333333333333
M3_classifier P(top250),2023,200,69.5
M3_classifier P(top250),2023,250,68.8
M3_classifier P(top250),2024,25,32.0
M3_classifier P(top250),2024,50,38.0
M3_classifier P(top250),2024,100,62.0
M3_classifier P(top250),2024,150,68.0
M3_classifier P(top250),2024,200,72.0
M3_classifier P(top250),2024,250,71.2
M3_classifier P(top250),2025,25,44.0
M3_classifier P(top250),2025,50,48.0
M3_classifier P(top250),2025,100,62.0
M3_classifier P(top250),2025,150,67.33333333333333
M3_classifier P(top250),2025,200,71.5
M3_classifier P(top250),2025,250,71.2
