method,target,tier,overlap
all25_boost=1.5,2001,200,66.0
all25_boost=1.5,2001,250,66.0
all25_boost=1.5,2002,25,48.0
all25_boost=1.5,2002,50,62.0
all25_boost=1.5,2002,100,63.0
all25_boost=1.5,2002,150,63.333333333333336
all25_boost=1.5,2002,200,70.0
all25_boost=1.5,2002,250,66.8
all25_boost=1.5,2003,25,52.0
all25_boost=1.5,2003,50,58.0
all25_boost=1.5,2003,100,68.0
all25_boost=1.5,2003,150,72.66666666666667
all25_boost=1.5,2003,200,72.5
all25_boost=1.5,2003,250,74.8
all25_boost=1.5,2004,25,36.0
all25_boost=1.5,2004,50,52.0
all25_boost=1.5,2004,100,56.0
all25_boost=1.5,2004,150,61.333333333333336
all25_boost=1.5,2004,200,68.5
all25_boost=1.5,2004,250,72.4
all25_boost=1.5,2005,25,40.0
all25_boost=1.5,2005,50,50.0
all25_boost=1.5,2005,100,67.0
all25_boost=1.5,2005,150,68.0
all25_boost=1.5,2005,200,69.5
all25_boost=1.5,2005,250,71.2
all25_boost=1.5,2006,25,40.0
all25_boost=1.5,2006,50,52.0
all25_boost=1.5,2006,100,62.0
all25_boost=1.5,2006,150,64.0
all25_boost=1.5,2006,200,65.0
all25_boost=1.5,2006,250,68.4
all25_boost=1.5,2007,25,36.0
all25_boost=1.5,2007,50,46.0
all25_boost=1.5,2007,100,61.0
all25_boost=1.5,2007,150,63.333333333333336
all25_boost=1.5,2007,200,69.0
all25_boost=1.5,2007,250,69.6
all25_boost=1.5,2008,25,28.0
all25_boost=1.5,2008,50,50.0
all25_boost=1.5,2008,100,65.0
all25_boost=1.5,2008,150,64.0
all25_boost=1.5,2008,200,67.5
all25_boost=1.5,2008,250,69.6
all25_boost=1.5,2009,25,40.0
all25_boost=1.5,2009,50,50.0
all25_boost=1.5,2009,100,60.0
all25_boost=1.5,2009,150,68.66666666666667
all25_boost=1.5,2009,200,73.5
all25_boost=1.5,2009,250,73.2
all25_boost=1.5,2010,25,44.0
all25_boost=1.5,2010,50,46.0
all25_boost=1.5,2010,100,63.0
all25_boost=1.5,2010,150,68.66666666666667
all25_boost=1.5,2010,200,74.0
all25_boost=1.5,2010,250,76.4
all25_boost=1.5,2011,25,40.0
all25_boost=1.5,2011,50,52.0
all25_boost=1.5,2011,100,60.0
all25_boost=1.5,2011,150,62.666666666666664
all25_boost=1.5,2011,200,69.0
all25_boost=1.5,2011,250,73.6
all25_boost=1.5,2012,25,52.0
all25_boost=1.5,2012,50,46.0
all25_boost=1.5,2012,100,61.0
all25_boost=1.5,2012,150,70.0
all25_boost=1.5,2012,200,67.5
all25_boost=1.5,2012,250,70.0
all25_boost=1.5,2013,25,56.0
all25_boost=1.5,2013,50,50.0
all25_boost=1.5,2013,100,59.0
all25_boost=1.5,2013,150,64.66666666666667
all25_boost=1.5,2013,200,70.0
all25_boost=1.5,2013,250,73.6
all25_boost=1.5,2014,25,36.0
all25_boost=1.5,2014,50,58.0
all25_boost=1.5,2014,100,65.0
all25_boost=1.5,2014,150,67.33333333333333
all25_boost=1.5,2014,200,71.0
all25_boost=1.5,2014,250,68.0
all25_boost=1.5,2015,25,32.0
all25_boost=1.5,2015,50,48.0
all25_boost=1.5,2015,100,56.0
all25_boost=1.5,2015,150,62.666666666666664
all25_boost=1.5,2015,200,70.5
all25_boost=1.5,2015,250,68.8
all25_boost=1.5,2016,25,48.0
all25_boost=1.5,2016,50,56.0
all25_boost=1.5,2016,100,61.0
all25_boost=1.5,2016,150,63.333333333333336
all25_boost=1.5,2016,200,66.0
all25_boost=1.5,2016,250,69.6
all25_boost=1.5,2017,25,32.0
all25_boost=1.5,2017,50,62.0
all25_boost=1.5,2017,100,63.0
all25_boost=1.5,2017,150,65.33333333333333
all25_boost=1.5,2017,200,66.0
all25_boost=1.5,2017,250,69.2
all25_boost=1.5,2018,25,40.0
all25_boost=1.5,2018,50,50.0
all25_boost=1.5,2018,100,58.0
all25_boost=1.5,2018,150,64.0
all25_boost=1.5,2018,200,67.5
all25_boost=1.5,2018,250,69.2
all25_boost=1.5,2019,25,44.0
all25_boost=1.5,2019,50,46.0
all25_boost=1.5,2019,100,64.0
all25_boost=1.5,2019,150,69.33333333333333
all25_boost=1.5,2019,200,70.5
all25_boost=1.5,2019,250,70.4
all25_boost=1.5,2020,25,48.0
all25_boost=1.5,2020,50,52.0
all25_boost=1.5,2020,100,62.0
all25_boost=1.5,2020,150,66.66666666666667
all25_boost=1.5,2020,200,72.0
all25_boost=1.5,2020,250,74.8
all25_boost=1.5,2021,25,48.0
all25_boost=1.5,2021,50,50.0
all25_boost=1.5,2021,100,64.0
all25_boost=1.5,2021,150,64.0
all25_boost=1.5,2021,200,69.5
all25_boost=1.5,2021,250,71.2
all25_boost=1.5,2022,25,48.0
all25_boost=1.5,2022,50,54.0
all25_boost=1.5,2022,100,70.0
all25_boost=1.5,2022,150,68.66666666666667
all25_boost=1.5,2022,200,72.5
all25_boost=1.5,2022,250,73.2
all25_boost=1.5,2023,25,36.0
all25_boost=1.5,2023,50,44.0
all25_boost=1.5,2023,100,61.0
all25_boost=1.5,2023,150,70.0
all25_boost=1.5,2023,200,71.0
all25_boost=1.5,2023,250,72.8
all25_boost=1.5,2024,25,28.0
all25_boost=1.5,2024,50,42.0
all25_boost=1.5,2024,100,64.0
all25_boost=1.5,2024,150,71.33333333333333
all25_boost=1.5,2024,200,74.0
all25_boost=1.5,2024,250,74.0
all25_boost=1.5,2025,25,48.0
all25_boost=1.5,2025,50,52.0
all25_boost=1.5,2025,100,66.0
all25_boost=1.5,2025,150,68.0
all25_boost=1.5,2025,200,71.0
all25_boost=1.5,2025,250,74.4
all25_boost=2.0,2001,25,52.0
all25_boost=2.0,2001,50,52.0
all25_boost=2.0,2001,100,60.0
all25_boost=2.0,2001,150,66.0
all25_boost=2.0,2001,200,66.0
all25_boost=2.0,2001,250,66.0
all25_boost=2.0,2002,25,48.0
all25_boost=2.0,2002,50,62.0
all25_boost=2.0,2002,100,63.0
all25_boost=2.0,2002,150,63.333333333333336
all25_boost=2.0,2002,200,70.0
all25_boost=2.0,2002,250,66.8
all25_boost=2.0,2003,25,52.0
all25_boost=2.0,2003,50,54.0
all25_boost=2.0,2003,100,62.0
all25_boost=2.0,2003,150,70.66666666666667
all25_boost=2.0,2003,200,72.5
all25_boost=2.0,2003,250,74.0
all25_boost=2.0,2004,25,36.0
all25_boost=2.0,2004,50,46.0
all25_boost=2.0,2004,100,54.0
all25_boost=2.0,2004,150,62.666666666666664
all25_boost=2.0,2004,200,68.5
all25_boost=2.0,2004,250,72.4
all25_boost=2.0,2005,25,40.0
all25_boost=2.0,2005,50,50.0
all25_boost=2.0,2005,100,67.0
all25_boost=2.0,2005,150,68.66666666666667
all25_boost=2.0,2005,200,69.5
all25_boost=2.0,2005,250,71.2
all25_boost=2.0,2006,25,40.0
all25_boost=2.0,2006,50,52.0
all25_boost=2.0,2006,100,62.0
all25_boost=2.0,2006,150,66.0
all25_boost=2.0,2006,200,65.0
all25_boost=2.0,2006,250,68.0
all25_boost=2.0,2007,25,36.0
all25_boost=2.0,2007,50,44.0
all25_boost=2.0,2007,100,63.0
all25_boost=2.0,2007,150,60.666666666666664
all25_boost=2.0,2007,200,69.0
all25_boost=2.0,2007,250,70.0
all25_boost=2.0,2008,25,28.0
all25_boost=2.0,2008,50,48.0
all25_boost=2.0,2008,100,65.0
all25_boost=2.0,2008,150,63.333333333333336
all25_boost=2.0,2008,200,67.5
all25_boost=2.0,2008,250,69.6
all25_boost=2.0,2009,25,40.0
all25_boost=2.0,2009,50,48.0
all25_boost=2.0,2009,100,62.0
all25_boost=2.0,2009,150,68.0
all25_boost=2.0,2009,200,73.5
all25_boost=2.0,2009,250,72.4
all25_boost=2.0,2010,25,44.0
all25_boost=2.0,2010,50,46.0
all25_boost=2.0,2010,100,60.0
all25_boost=2.0,2010,150,67.33333333333333
all25_boost=2.0,2010,200,74.0
all25_boost=2.0,2010,250,76.4
all25_boost=2.0,2011,25,40.0
all25_boost=2.0,2011,50,52.0
all25_boost=2.0,2011,100,59.0
all25_boost=2.0,2011,150,64.0
all25_boost=2.0,2011,200,69.0
all25_boost=2.0,2011,250,72.8
all25_boost=2.0,2012,25,52.0
all25_boost=2.0,2012,50,50.0
all25_boost=2.0,2012,100,62.0
all25_boost=2.0,2012,150,66.0
all25_boost=2.0,2012,200,67.5
all25_boost=2.0,2012,250,70.0
all25_boost=2.0,2013,25,56.0
all25_boost=2.0,2013,50,48.0
all25_boost=2.0,2013,100,58.0
all25_boost=2.0,2013,150,65.33333333333333
all25_boost=2.0,2013,200,70.0
all25_boost=2.0,2013,250,74.0
all25_boost=2.0,2014,25,36.0
all25_boost=2.0,2014,50,58.0
all25_boost=2.0,2014,100,66.0
all25_boost=2.0,2014,150,67.33333333333333
all25_boost=2.0,2014,200,71.0
all25_boost=2.0,2014,250,68.0
all25_boost=2.0,2015,25,32.0
all25_boost=2.0,2015,50,44.0
all25_boost=2.0,2015,100,54.0
all25_boost=2.0,2015,150,63.333333333333336
all25_boost=2.0,2015,200,70.5
all25_boost=2.0,2015,250,68.4
all25_boost=2.0,2016,25,44.0
all25_boost=2.0,2016,50,58.0
all25_boost=2.0,2016,100,60.0
all25_boost=2.0,2016,150,62.666666666666664
all25_boost=2.0,2016,200,66.0
all25_boost=2.0,2016,250,70.4
all25_boost=2.0,2017,25,28.0
all25_boost=2.0,2017,50,58.0
all25_boost=2.0,2017,100,63.0
all25_boost=2.0,2017,150,66.66666666666667
all25_boost=2.0,2017,200,66.0
all25_boost=2.0,2017,250,69.2
all25_boost=2.0,2018,25,28.0
all25_boost=2.0,2018,50,54.0
all25_boost=2.0,2018,100,60.0
all25_boost=2.0,2018,150,65.33333333333333
all25_boost=2.0,2018,200,67.5
all25_boost=2.0,2018,250,70.0
all25_boost=2.0,2019,25,44.0
all25_boost=2.0,2019,50,46.0
all25_boost=2.0,2019,100,64.0
all25_boost=2.0,2019,150,69.33333333333333
all25_boost=2.0,2019,200,70.5
all25_boost=2.0,2019,250,70.8
all25_boost=2.0,2020,25,48.0
all25_boost=2.0,2020,50,52.0
all25_boost=2.0,2020,100,63.0
all25_boost=2.0,2020,150,67.33333333333333
all25_boost=2.0,2020,200,72.0
all25_boost=2.0,2020,250,74.4
all25_boost=2.0,2021,25,48.0
all25_boost=2.0,2021,50,52.0
all25_boost=2.0,2021,100,64.0
all25_boost=2.0,2021,150,65.33333333333333
all25_boost=2.0,2021,200,69.5
all25_boost=2.0,2021,250,70.8
all25_boost=2.0,2022,25,48.0
all25_boost=2.0,2022,50,52.0
all25_boost=2.0,2022,100,70.0
all25_boost=2.0,2022,150,69.33333333333333
all25_boost=2.0,2022,200,72.5
all25_boost=2.0,2022,250,74.0
all25_boost=2.0,2023,25,40.0
all25_boost=2.0,2023,50,46.0
all25_boost=2.0,2023,100,62.0
all25_boost=2.0,2023,150,68.66666666666667
all25_boost=2.0,2023,200,71.0
all25_boost=2.0,2023,250,74.8
all25_boost=2.0,2024,25,28.0
all25_boost=2.0,2024,50,42.0
all25_boost=2.0,2024,100,65.0
all25_boost=2.0,2024,150,70.66666666666667
all25_boost=2.0,2024,200,74.0
all25_boost=2.0,2024,250,74.4
all25_boost=2.0,2025,25,44.0
all25_boost=2.0,2025,50,52.0
all25_boost=2.0,2025,100,66.0
all25_boost=2.0,2025,150,69.33333333333333
all25_boost=2.0,2025,200,71.0
all25_boost=2.0,2025,250,75.6
all25_boost=3.0,2001,25,52.0
all25_boost=3.0,2001,50,52.0
all25_boost=3.0,2001,100,60.0
all25_boost=3.0,2001,150,66.0
all25_boost=3.0,2001,200,66.0
all25_boost=3.0,2001,250,66.0
all25_boost=3.0,2002,25,48.0
all25_boost=3.0,2002,50,62.0
all25_boost=3.0,2002,100,63.0
all25_boost=3.0,2002,150,63.333333333333336
all25_boost=3.0,2002,200,70.0
all25_boost=3.0,2002,250,66.8
all25_boost=3.0,2003,25,48.0
all25_boost=3.0,2003,50,54.0
all25_boost=3.0,2003,100,60.0
all25_boost=3.0,2003,150,70.66666666666667
all25_boost=3.0,2003,200,71.0
all25_boost=3.0,2003,250,74.0
all25_boost=3.0,2004,25,32.0
all25_boost=3.0,2004,50,36.0
all25_boost=3.0,2004,100,55.0
all25_boost=3.0,2004,150,62.666666666666664
all25_boost=3.0,2004,200,67.5
all25_boost=3.0,2004,250,70.8
all25_boost=3.0,2005,25,32.0
all25_boost=3.0,2005,50,38.0
all25_boost=3.0,2005,100,58.0
all25_boost=3.0,2005,150,68.66666666666667
all25_boost=3.0,2005,200,69.0
all25_boost=3.0,2005,250,72.4
all25_boost=3.0,2006,25,36.0
all25_boost=3.0,2006,50,54.0
all25_boost=3.0,2006,100,59.0
all25_boost=3.0,2006,150,66.0
all25_boost=3.0,2006,200,63.0
all25_boost=3.0,2006,250,68.0
all25_boost=3.0,2007,25,40.0
all25_boost=3.0,2007,50,40.0
all25_boost=3.0,2007,100,58.0
all25_boost=3.0,2007,150,60.666666666666664
all25_boost=3.0,2007,200,67.5
all25_boost=3.0,2007,250,69.2
all25_boost=3.0,2008,25,28.0
all25_boost=3.0,2008,50,44.0
all25_boost=3.0,2008,100,61.0
all25_boost=3.0,2008,150,62.666666666666664
all25_boost=3.0,2008,200,67.5
all25_boost=3.0,2008,250,69.2
all25_boost=3.0,2009,25,36.0
all25_boost=3.0,2009,50,38.0
all25_boost=3.0,2009,100,63.0
all25_boost=3.0,2009,150,68.0
all25_boost=3.0,2009,200,73.5
all25_boost=3.0,2009,250,72.0
all25_boost=3.0,2010,25,40.0
all25_boost=3.0,2010,50,42.0
all25_boost=3.0,2010,100,56.0
all25_boost=3.0,2010,150,67.33333333333333
all25_boost=3.0,2010,200,75.0
all25_boost=3.0,2010,250,77.6
all25_boost=3.0,2011,25,32.0
all25_boost=3.0,2011,50,52.0
all25_boost=3.0,2011,100,56.0
all25_boost=3.0,2011,150,64.0
all25_boost=3.0,2011,200,69.0
all25_boost=3.0,2011,250,71.6
all25_boost=3.0,2012,25,56.0
all25_boost=3.0,2012,50,46.0
all25_boost=3.0,2012,100,60.0
all25_boost=3.0,2012,150,66.0
all25_boost=3.0,2012,200,67.5
all25_boost=3.0,2012,250,70.8
all25_boost=3.0,2013,25,40.0
all25_boost=3.0,2013,50,46.0
all25_boost=3.0,2013,100,58.0
all25_boost=3.0,2013,150,65.33333333333333
all25_boost=3.0,2013,200,70.5
all25_boost=3.0,2013,250,74.0
all25_boost=3.0,2014,25,32.0
all25_boost=3.0,2014,50,60.0
all25_boost=3.0,2014,100,61.0
all25_boost=3.0,2014,150,67.33333333333333
all25_boost=3.0,2014,200,70.0
all25_boost=3.0,2014,250,67.6
all25_boost=3.0,2015,25,24.0
all25_boost=3.0,2015,50,40.0
all25_boost=3.0,2015,100,52.0
all25_boost=3.0,2015,150,63.333333333333336
all25_boost=3.0,2015,200,69.0
all25_boost=3.0,2015,250,68.4
all25_boost=3.0,2016,25,44.0
all25_boost=3.0,2016,50,54.0
all25_boost=3.0,2016,100,59.0
all25_boost=3.0,2016,150,62.666666666666664
all25_boost=3.0,2016,200,64.5
all25_boost=3.0,2016,250,70.4
all25_boost=3.0,2017,25,24.0
all25_boost=3.0,2017,50,56.0
all25_boost=3.0,2017,100,62.0
all25_boost=3.0,2017,150,66.66666666666667
all25_boost=3.0,2017,200,67.0
all25_boost=3.0,2017,250,69.6
all25_boost=3.0,2018,25,24.0
all25_boost=3.0,2018,50,50.0
all25_boost=3.0,2018,100,58.0
all25_boost=3.0,2018,150,65.33333333333333
all25_boost=3.0,2018,200,68.0
all25_boost=3.0,2018,250,69.2
all25_boost=3.0,2019,25,44.0
all25_boost=3.0,2019,50,46.0
all25_boost=3.0,2019,100,62.0
all25_boost=3.0,2019,150,69.33333333333333
all25_boost=3.0,2019,200,69.5
all25_boost=3.0,2019,250,71.2
all25_boost=3.0,2020,25,36.0
all25_boost=3.0,2020,50,46.0
all25_boost=3.0,2020,100,60.0
all25_boost=3.0,2020,150,67.33333333333333
all25_boost=3.0,2020,200,69.5
all25_boost=3.0,2020,250,72.4
all25_boost=3.0,2021,25,48.0
all25_boost=3.0,2021,50,52.0
all25_boost=3.0,2021,100,63.0
all25_boost=3.0,2021,150,65.33333333333333
all25_boost=3.0,2021,200,68.5
all25_boost=3.0,2021,250,70.8
all25_boost=3.0,2022,25,36.0
all25_boost=3.0,2022,50,50.0
all25_boost=3.0,2022,100,70.0
all25_boost=3.0,2022,150,69.33333333333333
all25_boost=3.0,2022,200,71.0
all25_boost=3.0,2022,250,72.8
all25_boost=3.0,2023,25,32.0
all25_boost=3.0,2023,50,42.0
all25_boost=3.0,2023,100,62.0
all25_boost=3.0,2023,150,68.66666666666667
all25_boost=3.0,2023,200,70.0
all25_boost=3.0,2023,250,74.4
all25_boost=3.0,2024,25,32.0
all25_boost=3.0,2024,50,44.0
all25_boost=3.0,2024,100,63.0
all25_boost=3.0,2024,150,70.66666666666667
all25_boost=3.0,2024,200,73.0
all25_boost=3.0,2024,250,74.4
all25_boost=3.0,2025,25,36.0
all25_boost=3.0,2025,50,52.0
all25_boost=3.0,2025,100,64.0
all25_boost=3.0,2025,150,69.33333333333333
all25_boost=3.0,2025,200,70.0
all25_boost=3.0,2025,250,75.6
all25_boost=4.0,2001,25,52.0
all25_boost=4.0,2001,50,52.0
all25_boost=4.0,2001,100,60.0
all25_boost=4.0,2001,150,66.0
all25_boost=4.0,2001,200,66.0
all25_boost=4.0,2001,250,66.0
all25_boost=4.0,2002,25,48.0
all25_boost=4.0,2002,50,62.0
all25_boost=4.0,2002,100,63.0
all25_boost=4.0,2002,150,63.333333333333336
all25_boost=4.0,2002,200,70.0
all25_boost=4.0,2002,250,66.8
all25_boost=4.0,2003,25,40.0
all25_boost=4.0,2003,50,46.0
all25_boost=4.0,2003,100,60.0
all25_boost=4.0,2003,150,66.0
all25_boost=4.0,2003,200,71.0
all25_boost=4.0,2003,250,74.0
all25_boost=4.0,2004,25,16.0
all25_boost=4.0,2004,50,28.0
all25_boost=4.0,2004,100,55.0
all25_boost=4.0,2004,150,62.666666666666664
all25_boost=4.0,2004,200,66.5
all25_boost=4.0,2004,250,69.6
all25_boost=4.0,2005,25,20.0
all25_boost=4.0,2005,50,32.0
all25_boost=4.0,2005,100,58.0
all25_boost=4.0,2005,150,69.33333333333333
all25_boost=4.0,2005,200,69.0
all25_boost=4.0,2005,250,71.6
all25_boost=4.0,2006,25,32.0
all25_boost=4.0,2006,50,48.0
all25_boost=4.0,2006,100,59.0
all25_boost=4.0,2006,150,61.333333333333336
all25_boost=4.0,2006,200,63.0
all25_boost=4.0,2006,250,66.0
all25_boost=4.0,2007,25,20.0
all25_boost=4.0,2007,50,30.0
all25_boost=4.0,2007,100,58.0
all25_boost=4.0,2007,150,60.666666666666664
all25_boost=4.0,2007,200,67.0
all25_boost=4.0,2007,250,67.2
all25_boost=4.0,2008,25,20.0
all25_boost=4.0,2008,50,34.0
all25_boost=4.0,2008,100,61.0
all25_boost=4.0,2008,150,62.666666666666664
all25_boost=4.0,2008,200,67.0
all25_boost=4.0,2008,250,67.6
all25_boost=4.0,2009,25,24.0
all25_boost=4.0,2009,50,36.0
all25_boost=4.0,2009,100,63.0
all25_boost=4.0,2009,150,68.0
all25_boost=4.0,2009,200,71.5
all25_boost=4.0,2009,250,72.0
all25_boost=4.0,2010,25,32.0
all25_boost=4.0,2010,50,34.0
all25_boost=4.0,2010,100,56.0
all25_boost=4.0,2010,150,67.33333333333333
all25_boost=4.0,2010,200,75.0
all25_boost=4.0,2010,250,77.2
all25_boost=4.0,2011,25,32.0
all25_boost=4.0,2011,50,42.0
all25_boost=4.0,2011,100,56.0
all25_boost=4.0,2011,150,64.0
all25_boost=4.0,2011,200,67.0
all25_boost=4.0,2011,250,68.0
all25_boost=4.0,2012,25,48.0
all25_boost=4.0,2012,50,44.0
all25_boost=4.0,2012,100,60.0
all25_boost=4.0,2012,150,66.0
all25_boost=4.0,2012,200,66.0
all25_boost=4.0,2012,250,70.0
all25_boost=4.0,2013,25,40.0
all25_boost=4.0,2013,50,42.0
all25_boost=4.0,2013,100,58.0
all25_boost=4.0,2013,150,65.33333333333333
all25_boost=4.0,2013,200,70.5
all25_boost=4.0,2013,250,71.2
all25_boost=4.0,2014,25,32.0
all25_boost=4.0,2014,50,40.0
all25_boost=4.0,2014,100,61.0
all25_boost=4.0,2014,150,66.0
all25_boost=4.0,2014,200,70.0
all25_boost=4.0,2014,250,68.4
all25_boost=4.0,2015,25,20.0
all25_boost=4.0,2015,50,36.0
all25_boost=4.0,2015,100,52.0
all25_boost=4.0,2015,150,62.0
all25_boost=4.0,2015,200,69.0
all25_boost=4.0,2015,250,68.0
all25_boost=4.0,2016,25,40.0
all25_boost=4.0,2016,50,54.0
all25_boost=4.0,2016,100,59.0
all25_boost=4.0,2016,150,60.0
all25_boost=4.0,2016,200,64.5
all25_boost=4.0,2016,250,71.2
all25_boost=4.0,2017,25,12.0
all25_boost=4.0,2017,50,44.0
all25_boost=4.0,2017,100,62.0
all25_boost=4.0,2017,150,64.66666666666667
all25_boost=4.0,2017,200,67.0
all25_boost=4.0,2017,250,67.6
all25_boost=4.0,2018,25,24.0
all25_boost=4.0,2018,50,40.0
all25_boost=4.0,2018,100,58.0
all25_boost=4.0,2018,150,62.666666666666664
all25_boost=4.0,2018,200,67.0
all25_boost=4.0,2018,250,69.2
all25_boost=4.0,2019,25,40.0
all25_boost=4.0,2019,50,40.0
all25_boost=4.0,2019,100,62.0
all25_boost=4.0,2019,150,68.0
all25_boost=4.0,2019,200,68.5
all25_boost=4.0,2019,250,71.2
all25_boost=4.0,2020,25,20.0
all25_boost=4.0,2020,50,34.0
all25_boost=4.0,2020,100,60.0
all25_boost=4.0,2020,150,64.66666666666667
all25_boost=4.0,2020,200,67.5
all25_boost=4.0,2020,250,72.4
all25_boost=4.0,2021,25,36.0
all25_boost=4.0,2021,50,44.0
all25_boost=4.0,2021,100,63.0
all25_boost=4.0,2021,150,62.666666666666664
all25_boost=4.0,2021,200,69.0
all25_boost=4.0,2021,250,70.4
all25_boost=4.0,2022,25,28.0
all25_boost=4.0,2022,50,36.0
all25_boost=4.0,2022,100,70.0
all25_boost=4.0,2022,150,68.0
all25_boost=4.0,2022,200,70.0
all25_boost=4.0,2022,250,72.8
all25_boost=4.0,2023,25,24.0
all25_boost=4.0,2023,50,38.0
all25_boost=4.0,2023,100,62.0
all25_boost=4.0,2023,150,65.33333333333333
all25_boost=4.0,2023,200,68.0
all25_boost=4.0,2023,250,74.4
all25_boost=4.0,2024,25,32.0
all25_boost=4.0,2024,50,42.0
all25_boost=4.0,2024,100,63.0
all25_boost=4.0,2024,150,68.0
all25_boost=4.0,2024,200,69.5
all25_boost=4.0,2024,250,74.4
all25_boost=4.0,2025,25,24.0
all25_boost=4.0,2025,50,40.0
all25_boost=4.0,2025,100,64.0
all25_boost=4.0,2025,150,68.66666666666667
all25_boost=4.0,2025,200,70.0
all25_boost=4.0,2025,250,75.2
all25_boost=6.0,2001,25,52.0
all25_boost=6.0,2001,50,52.0
all25_boost=6.0,2001,100,60.0
all25_boost=6.0,2001,150,66.0
all25_boost=6.0,2001,200,66.0
all25_boost=6.0,2001,250,66.0
all25_boost=6.0,2002,25,48.0
all25_boost=6.0,2002,50,62.0
all25_boost=6.0,2002,100,63.0
all25_boost=6.0,2002,150,63.333333333333336
all25_boost=6.0,2002,200,70.0
all25_boost=6.0,2002,250,66.8
all25_boost=6.0,2003,25,28.0
all25_boost=6.0,2003,50,46.0
all25_boost=6.0,2003,100,54.0
all25_boost=6.0,2003,150,66.0
all25_boost=6.0,2003,200,71.0
all25_boost=6.0,2003,250,73.6
all25_boost=6.0,2004,25,4.0
all25_boost=6.0,2004,50,28.0
all25_boost=6.0,2004,100,53.0
all25_boost=6.0,2004,150,60.0
all25_boost=6.0,2004,200,64.5
all25_boost=6.0,2004,250,69.6
all25_boost=6.0,2005,25,12.0
all25_boost=6.0,2005,50,32.0
all25_boost=6.0,2005,100,58.0
all25_boost=6.0,2005,150,67.33333333333333
all25_boost=6.0,2005,200,67.5
all25_boost=6.0,2005,250,71.6
all25_boost=6.0,2006,25,24.0
all25_boost=6.0,2006,50,48.0
all25_boost=6.0,2006,100,51.0
all25_boost=6.0,2006,150,61.333333333333336
all25_boost=6.0,2006,200,63.5
all25_boost=6.0,2006,250,66.0
all25_boost=6.0,2007,25,12.0
all25_boost=6.0,2007,50,30.0
all25_boost=6.0,2007,100,57.0
all25_boost=6.0,2007,150,58.666666666666664
all25_boost=6.0,2007,200,64.0
all25_boost=6.0,2007,250,67.2
all25_boost=6.0,2008,25,4.0
all25_boost=6.0,2008,50,34.0
all25_boost=6.0,2008,100,61.0
all25_boost=6.0,2008,150,59.333333333333336
all25_boost=6.0,2008,200,64.5
all25_boost=6.0,2008,250,67.6
all25_boost=6.0,2009,25,16.0
all25_boost=6.0,2009,50,36.0
all25_boost=6.0,2009,100,59.0
all25_boost=6.0,2009,150,66.66666666666667
all25_boost=6.0,2009,200,69.5
all25_boost=6.0,2009,250,72.0
all25_boost=6.0,2010,25,24.0
all25_boost=6.0,2010,50,34.0
all25_boost=6.0,2010,100,55.0
all25_boost=6.0,2010,150,63.333333333333336
all25_boost=6.0,2010,200,73.0
all25_boost=6.0,2010,250,77.2
all25_boost=6.0,2011,25,20.0
all25_boost=6.0,2011,50,42.0
all25_boost=6.0,2011,100,53.0
all25_boost=6.0,2011,150,61.333333333333336
all25_boost=6.0,2011,200,60.5
all25_boost=6.0,2011,250,68.0
all25_boost=6.0,2012,25,28.0
all25_boost=6.0,2012,50,44.0
all25_boost=6.0,2012,100,60.0
all25_boost=6.0,2012,150,64.66666666666667
all25_boost=6.0,2012,200,63.0
all25_boost=6.0,2012,250,70.0
all25_boost=6.0,2013,25,16.0
all25_boost=6.0,2013,50,42.0
all25_boost=6.0,2013,100,54.0
all25_boost=6.0,2013,150,64.66666666666667
all25_boost=6.0,2013,200,69.0
all25_boost=6.0,2013,250,71.2
all25_boost=6.0,2014,25,8.0
all25_boost=6.0,2014,50,40.0
all25_boost=6.0,2014,100,57.0
all25_boost=6.0,2014,150,66.0
all25_boost=6.0,2014,200,68.0
all25_boost=6.0,2014,250,68.4
all25_boost=6.0,2015,25,16.0
all25_boost=6.0,2015,50,36.0
all25_boost=6.0,2015,100,48.0
all25_boost=6.0,2015,150,62.0
all25_boost=6.0,2015,200,67.0
all25_boost=6.0,2015,250,68.0
all25_boost=6.0,2016,25,28.0
all25_boost=6.0,2016,50,54.0
all25_boost=6.0,2016,100,55.0
all25_boost=6.0,2016,150,56.666666666666664
all25_boost=6.0,2016,200,64.5
all25_boost=6.0,2016,250,71.2
all25_boost=6.0,2017,25,8.0
all25_boost=6.0,2017,50,44.0
all25_boost=6.0,2017,100,59.0
all25_boost=6.0,2017,150,61.333333333333336
all25_boost=6.0,2017,200,65.0
all25_boost=6.0,2017,250,67.6
all25_boost=6.0,2018,25,12.0
all25_boost=6.0,2018,50,40.0
all25_boost=6.0,2018,100,56.0
all25_boost=6.0,2018,150,58.666666666666664
all25_boost=6.0,2018,200,67.0
all25_boost=6.0,2018,250,69.2
all25_boost=6.0,2019,25,16.0
all25_boost=6.0,2019,50,40.0
all25_boost=6.0,2019,100,62.0
all25_boost=6.0,2019,150,63.333333333333336
all25_boost=6.0,2019,200,67.0
all25_boost=6.0,2019,250,71.2
all25_boost=6.0,2020,25,8.0
all25_boost=6.0,2020,50,34.0
all25_boost=6.0,2020,100,56.0
all25_boost=6.0,2020,150,61.333333333333336
all25_boost=6.0,2020,200,67.5
all25_boost=6.0,2020,250,72.4
all25_boost=6.0,2021,25,20.0
all25_boost=6.0,2021,50,44.0
